student_id,cohort_year,program,semester,attendance_rate,assignment_score,quiz_average,midterm_score,final_exam_score,lms_logins,study_hours_per_week,internet_access,part_time_work_hours,commute_minutes,ai_tool_usage_frequency,previous_gpa,final_grade,passed,submission_delay_days,missing_reason_flag
S101266,2021,Education,5,75.75,82.85,72.57,97.89,100.0,58,11.08,stable,10.7,25.94,often,2.76,87.63,1,2.0,none
S101267,2024,Computer Science,3,93.59,85.25,79.27,100.0,99.82,61,9.52,limited,0.91,48.99,sometimes,3.16,93.64,1,0.0,none
S101268,2022,Public Health,6,88.19,78.29,80.38,99.34,100.0,32,9.82,stable,5.54,36.42,sometimes,2.88,92.54,1,1.0,none
S101269,2022,Education,6,60.35,69.32,56.03,88.8,71.0,35,7.49,stable,8.5,54.12,sometimes,2.68,66.3,1,1.0,none
S101270,2024,Public Health,8,57.51,68.89,52.07,86.47,83.17,61,15.27,stable,6.26,28.57,rarely,2.1,66.21,1,0.0,none
S101271,2022,Economics,1,72.45,62.66,70.48,94.21,86.05,50,6.49,stable,9.89,89.82,sometimes,3.17,84.69,1,2.0,none
S101272,2022,Computer Science,7,84.98,71.31,70.04,100.0,93.76,62,9.0,stable,22.45,24.84,very_often,3.04,86.15,1,2.0,none
S101273,2023,Computer Science,3,80.99,88.92,86.98,100.0,94.69,37,12.06,stable,18.73,18.74,rarely,2.77,91.21,1,2.0,self_report_missing
S101274,2021,Computer Science,1,85.16,97.06,69.74,94.99,96.03,55,18.55,stable,8.89,16.53,very_often,2.53,84.72,1,3.0,none
S101275,2022,Computer Science,6,76.98,88.14,73.34,100.0,100.0,50,11.83,limited,1.54,31.2,very_often,3.01,87.23,1,0.0,none
S101276,2021,Economics,2,98.6,83.49,81.33,100.0,100.0,55,9.36,stable,19.36,4.05,never,3.22,90.83,1,4.0,none
S101277,2021,Economics,2,89.81,75.04,86.14,100.0,100.0,56,12.46,stable,9.66,40.3,sometimes,3.04,95.44,1,4.0,none
S101278,2024,Psychology,8,85.17,78.31,69.82,100.0,100.0,51,2.67,limited,0.0,0.7,rarely,3.74,86.14,1,2.0,none
S101279,2023,Education,2,95.28,86.63,66.54,99.95,100.0,48,5.41,stable,14.99,37.91,sometimes,3.32,94.5,1,1.0,none
S101280,2022,Computer Science,5,62.78,81.0,76.68,92.15,87.99,64,8.94,limited,17.18,10.68,very_often,2.95,82.21,1,0.0,system_issue
S101281,2022,Education,2,83.47,86.43,76.66,100.0,100.0,70,8.79,stable,0.0,28.14,often,3.33,86.69,1,2.0,none
S101282,2022,Psychology,1,83.09,79.8,77.0,100.0,100.0,35,4.46,stable,4.23,45.88,very_often,3.02,91.91,1,4.0,none
S101283,2023,Education,1,86.46,98.06,83.66,100.0,100.0,58,15.12,stable,9.23,76.47,rarely,3.02,93.52,1,3.0,none
S101284,2024,Education,1,65.7,81.59,81.57,100.0,100.0,61,11.96,limited,15.14,15.6,sometimes,3.58,85.41,1,1.0,system_issue
S101285,2024,Computer Science,4,77.13,96.33,67.32,100.0,100.0,60,12.12,stable,6.39,32.29,rarely,2.6,88.26,1,1.0,none
S101286,2022,Computer Science,4,86.65,69.42,69.81,100.0,100.0,47,8.54,stable,4.18,21.97,often,3.01,83.02,1,1.0,none
S101287,2022,Economics,1,87.18,82.89,66.04,100.0,100.0,57,11.15,unstable,15.09,19.34,rarely,3.54,89.88,1,2.0,none
S101288,2022,Education,3,95.27,89.54,73.62,100.0,100.0,40,13.78,stable,6.72,22.13,rarely,3.14,91.28,1,3.0,self_report_missing
S101289,2023,Economics,3,84.54,85.31,73.32,81.38,100.0,52,9.7,limited,13.79,49.83,never,2.83,81.99,1,0.0,none
S101290,2022,Psychology,5,73.69,77.61,61.97,87.39,83.05,39,13.82,limited,2.22,26.21,rarely,2.23,69.84,1,0.0,none
S101291,2023,Computer Science,8,77.47,65.16,55.27,99.25,88.58,56,8.38,unstable,0.53,75.49,rarely,1.98,74.85,1,3.0,none
S101292,2023,Economics,6,81.82,100.0,81.98,100.0,100.0,41,11.22,unstable,15.29,42.49,never,3.93,99.13,1,3.0,self_report_missing
S101293,2022,Economics,8,81.6,85.12,87.09,97.78,95.64,60,16.2,unstable,11.77,16.82,often,3.14,91.16,1,2.0,none
S101294,2022,Economics,2,88.69,81.06,76.23,100.0,100.0,62,16.23,stable,16.46,28.4,often,2.74,87.11,1,2.0,none
S101295,2022,Public Health,2,79.63,100.0,69.95,100.0,100.0,60,17.47,limited,6.27,20.57,rarely,3.16,91.87,1,1.0,none
S101296,2021,Computer Science,7,79.0,85.83,79.66,100.0,97.65,48,12.93,limited,4.43,49.4,often,2.57,84.58,1,1.0,none
S101297,2021,Economics,3,91.99,86.97,70.28,100.0,100.0,51,10.58,stable,19.53,5.5,sometimes,2.85,87.34,1,4.0,none
S101298,2023,Economics,7,87.63,81.1,82.25,100.0,91.75,66,9.98,stable,0.0,10.86,often,2.58,91.62,1,1.0,none
S101299,2022,Education,4,87.5,61.56,64.5,100.0,92.59,41,2.37,unstable,18.76,24.35,sometimes,2.36,80.75,1,1.0,none
S101300,2022,Public Health,2,99.13,69.74,69.09,100.0,85.87,49,4.41,stable,19.24,47.29,sometimes,2.05,78.09,1,4.0,none
S101301,2023,Psychology,7,83.83,67.4,79.31,100.0,95.42,46,9.96,stable,16.02,57.2,sometimes,2.28,77.1,1,1.0,none
S101302,2023,Psychology,5,79.15,87.3,67.51,100.0,100.0,64,11.1,stable,5.19,59.85,rarely,3.46,84.8,1,1.0,none
S101303,2022,Public Health,7,84.1,91.53,67.33,95.65,100.0,60,18.01,stable,4.28,44.54,sometimes,2.56,84.4,1,1.0,none
S101304,2024,Computer Science,4,84.74,97.66,77.68,100.0,100.0,51,17.23,limited,8.53,33.51,often,3.24,94.25,1,2.0,none
S101305,2024,Education,2,90.16,85.66,77.93,100.0,100.0,52,8.84,stable,0.93,49.3,often,3.43,93.61,1,1.0,self_report_missing
S101306,2023,Education,6,97.89,95.52,99.63,100.0,94.52,56,15.42,stable,3.27,14.4,sometimes,3.01,97.85,1,2.0,self_report_missing
S101307,2023,Education,1,62.28,67.1,59.74,87.3,,64,8.69,limited,14.51,1.8,sometimes,2.87,76.52,1,2.0,none
S101308,2021,Economics,6,97.21,96.6,71.47,100.0,100.0,57,13.91,stable,14.55,42.86,often,3.06,90.8,1,1.0,none
S101309,2024,Education,4,96.68,91.97,72.66,100.0,100.0,43,15.41,limited,2.65,16.9,never,2.81,96.3,1,3.0,none
S101310,2022,Public Health,7,91.02,88.47,85.47,100.0,100.0,64,16.41,stable,14.73,33.82,never,3.54,95.35,1,3.0,self_report_missing
S101311,2024,Public Health,7,89.44,92.38,85.4,100.0,100.0,71,8.73,limited,13.18,37.15,sometimes,3.84,98.9,1,1.0,none
S101312,2023,Economics,4,79.85,97.13,75.69,100.0,100.0,70,14.92,unstable,20.57,39.47,rarely,3.65,92.66,1,2.0,none
S101313,2021,Economics,8,75.59,63.19,60.31,94.44,87.21,33,2.45,stable,13.98,51.88,sometimes,2.03,72.53,1,2.0,none
S101314,2021,Psychology,1,87.22,85.0,90.43,100.0,96.23,56,16.44,stable,17.41,49.98,rarely,2.8,97.09,1,0.0,none
S101315,2023,Education,1,88.24,81.89,76.14,100.0,100.0,53,10.82,stable,13.34,38.51,sometimes,3.0,86.65,1,4.0,none
S101316,2023,Computer Science,8,90.83,88.71,80.48,100.0,100.0,53,10.63,stable,16.86,27.04,often,3.21,90.05,1,2.0,none
S101317,2021,Education,5,80.06,62.05,76.4,94.02,94.27,50,2.75,limited,0.99,36.94,often,2.22,74.88,1,1.0,none
S101318,2023,Education,4,86.77,69.04,63.63,89.57,100.0,48,9.52,stable,9.15,24.27,often,2.22,77.25,1,2.0,none
S101319,2024,Psychology,2,93.58,100.0,80.1,100.0,100.0,50,17.32,stable,9.73,31.46,sometimes,3.59,96.64,1,1.0,none
S101320,2022,Education,3,68.32,77.82,63.91,83.42,96.76,61,9.42,stable,8.29,82.13,very_often,2.75,74.51,1,3.0,none
S101321,2022,Economics,6,86.21,95.06,67.89,100.0,91.7,44,14.16,stable,13.11,38.28,often,2.33,85.33,1,1.0,none
S101322,2021,Computer Science,7,93.81,87.39,60.92,100.0,100.0,45,11.0,limited,14.44,43.1,sometimes,2.5,91.28,1,0.0,none
S101323,2023,Computer Science,8,83.36,81.43,79.26,100.0,100.0,45,15.76,stable,12.75,22.3,rarely,3.18,89.62,1,2.0,none
S101324,2022,Economics,4,94.05,97.99,76.85,100.0,85.04,62,12.16,stable,8.76,53.36,sometimes,2.63,88.89,1,0.0,system_issue
S101325,2024,Computer Science,4,72.95,84.79,69.16,100.0,88.81,50,7.42,stable,4.85,48.68,sometimes,3.11,85.34,1,0.0,none
S101326,2022,Psychology,2,75.03,65.18,70.14,100.0,100.0,62,10.84,limited,17.68,48.81,often,2.56,82.21,1,1.0,none
S101327,2023,Computer Science,1,70.76,75.18,69.86,94.99,87.57,50,18.21,stable,12.45,38.87,often,2.22,80.31,1,1.0,none
S101328,2022,Economics,4,98.9,93.08,76.59,100.0,100.0,44,14.01,stable,2.87,53.62,very_often,3.64,97.99,1,1.0,none
S101329,2021,Psychology,5,98.57,92.52,82.42,100.0,100.0,50,10.78,stable,8.64,57.89,very_often,3.18,95.82,1,2.0,none
S101330,2023,Public Health,1,79.94,79.07,81.76,100.0,100.0,61,22.15,stable,0.0,40.1,sometimes,2.85,84.78,1,1.0,self_report_missing
S101331,2022,Psychology,4,88.93,88.15,65.82,92.44,96.43,61,16.4,unstable,10.25,32.94,very_often,2.77,88.0,1,1.0,none
S101332,2023,Education,6,100.0,100.0,97.01,100.0,100.0,40,14.99,stable,8.61,51.1,very_often,3.66,100.0,1,1.0,none
S101333,2024,Psychology,7,83.99,68.29,69.15,99.9,100.0,60,12.95,stable,5.98,18.73,never,3.27,83.27,1,3.0,self_report_missing
S101334,2024,Psychology,8,83.47,89.94,72.0,100.0,100.0,46,13.6,limited,21.09,22.08,sometimes,3.52,92.93,1,5.0,none
S101335,2024,Psychology,3,87.84,92.3,77.3,100.0,100.0,50,15.28,stable,1.91,34.04,rarely,2.74,95.34,1,1.0,none
S101336,2021,Economics,4,75.06,63.8,70.93,94.22,100.0,56,0.98,stable,14.94,3.66,sometimes,3.02,83.45,1,2.0,none
S101337,2023,Public Health,7,83.61,75.07,81.85,100.0,100.0,30,11.75,stable,25.31,49.9,sometimes,3.18,89.09,1,4.0,none
S101338,2024,Psychology,6,100.0,79.51,80.88,100.0,100.0,57,9.87,stable,17.54,17.67,sometimes,2.75,87.87,1,1.0,none
S101339,2022,Economics,3,73.64,58.31,66.59,87.25,89.74,54,8.97,limited,9.78,26.51,never,2.96,79.61,1,4.0,none
S101340,2021,Psychology,6,85.66,80.98,73.84,100.0,93.1,44,10.96,limited,2.06,31.16,rarely,2.74,85.52,1,0.0,none
S101341,2024,Computer Science,2,84.83,77.36,71.15,100.0,94.6,43,4.96,unstable,0.47,35.71,never,3.18,85.93,1,3.0,none
S101342,2022,Education,4,73.59,59.97,64.2,98.21,100.0,59,3.31,limited,7.12,28.81,often,2.41,78.33,1,1.0,none
S101343,2023,Education,3,85.85,98.64,80.89,100.0,100.0,81,17.19,stable,5.19,33.79,often,3.26,93.66,1,1.0,none
S101344,2024,Economics,8,100.0,92.58,78.43,100.0,100.0,69,13.68,stable,4.96,33.93,very_often,3.14,92.93,1,1.0,none
S101345,2023,Computer Science,1,87.36,73.67,67.31,100.0,100.0,65,0.52,stable,7.72,26.95,sometimes,2.91,83.62,1,1.0,self_report_missing
S101346,2022,Computer Science,7,87.43,79.82,63.21,100.0,100.0,44,8.66,unstable,9.28,21.08,rarely,3.2,85.71,1,2.0,none
S101347,2022,Economics,3,92.75,92.1,83.77,100.0,100.0,40,14.89,limited,13.4,54.47,often,2.84,89.83,1,2.0,none
S101348,2022,Computer Science,1,78.8,88.09,72.63,94.91,100.0,52,10.63,stable,1.34,0.0,rarely,2.7,82.39,1,0.0,none
S101349,2021,Psychology,6,73.19,85.51,60.36,99.53,88.73,67,17.18,stable,5.22,31.3,very_often,3.24,86.42,1,2.0,none
S101350,2023,Education,6,98.16,99.58,89.12,100.0,100.0,39,16.01,limited,8.88,26.56,often,3.26,100.0,1,1.0,none
S101351,2024,Education,2,78.22,74.63,67.87,100.0,93.42,37,5.2,unstable,8.63,42.54,sometimes,2.77,79.66,1,4.0,none
S101352,2022,Education,1,86.97,80.6,66.16,100.0,93.96,43,9.53,limited,22.85,8.82,rarely,2.73,87.3,1,3.0,none
S101353,2022,Psychology,1,74.3,89.17,62.98,100.0,85.5,55,9.05,stable,11.63,26.0,never,2.92,83.65,1,0.0,none
S101354,2024,Economics,4,84.51,72.64,65.42,99.9,99.68,51,5.75,stable,0.0,33.16,sometimes,2.75,82.67,1,0.0,none
S101355,2021,Psychology,2,74.39,75.25,67.5,99.69,98.99,38,4.42,stable,12.93,54.26,sometimes,3.69,83.56,1,2.0,none
S101356,2023,Economics,6,83.28,76.79,68.18,93.42,100.0,52,7.27,stable,13.82,40.98,often,3.14,86.58,1,0.0,self_report_missing
S101357,2022,Economics,1,72.99,78.26,82.05,99.45,100.0,37,8.39,unstable,9.12,13.7,sometimes,3.01,92.64,1,4.0,none
S101358,2023,Computer Science,7,71.11,78.39,71.15,100.0,92.42,49,13.15,stable,1.51,26.23,sometimes,2.58,81.13,1,0.0,none
S101359,2021,Computer Science,7,80.34,83.99,92.47,100.0,100.0,43,14.91,stable,22.31,50.95,rarely,3.33,96.24,1,2.0,none
S101360,2023,Psychology,6,58.36,87.44,67.94,97.43,100.0,52,14.11,stable,2.51,13.39,sometimes,2.72,81.44,1,1.0,none
S101361,2022,Psychology,8,68.74,89.98,73.43,91.76,99.87,46,14.21,stable,14.63,33.58,rarely,2.71,87.01,1,2.0,none
S101362,2023,Economics,8,91.96,84.03,73.15,100.0,100.0,61,9.89,stable,11.4,34.84,often,3.35,91.49,1,2.0,none
S101363,2021,Economics,1,86.85,80.24,77.06,100.0,96.19,56,13.58,stable,14.21,28.06,sometimes,3.17,81.98,1,1.0,none
S101364,2022,Psychology,3,59.02,75.83,56.91,84.07,61.58,47,9.58,limited,21.95,83.52,often,1.87,60.11,1,2.0,none
S101365,2023,Psychology,7,87.4,81.92,78.44,100.0,100.0,71,8.9,stable,13.93,27.57,sometimes,2.93,89.92,1,3.0,self_report_missing
S101366,2022,Computer Science,3,73.26,92.14,76.11,100.0,100.0,65,20.05,stable,6.09,43.1,rarely,3.06,92.69,1,2.0,self_report_missing
S101367,2021,Computer Science,6,88.92,73.41,71.96,98.54,100.0,40,0.09,stable,17.74,21.21,often,2.85,85.59,1,0.0,none
S101368,2021,Education,7,80.92,69.67,72.62,100.0,100.0,39,3.12,stable,5.58,44.5,often,3.07,85.42,1,1.0,self_report_missing
S101369,2022,Economics,8,69.75,71.25,62.71,85.56,91.3,41,12.83,limited,11.14,50.67,often,2.19,70.88,1,2.0,none
S101370,2021,Public Health,3,70.43,73.2,57.46,94.41,89.58,51,10.73,limited,0.95,24.42,sometimes,1.73,76.03,1,1.0,none
S101371,2024,Education,3,100.0,76.65,68.46,100.0,100.0,53,5.31,stable,2.77,34.02,often,2.56,91.49,1,0.0,none
S101372,2022,Public Health,1,72.39,78.75,77.52,100.0,99.5,27,6.43,unstable,10.36,18.88,rarely,3.13,84.81,1,1.0,none
S101373,2024,Education,3,72.96,60.62,55.58,88.13,70.49,33,6.83,limited,12.58,14.4,sometimes,1.55,57.8,0,4.0,none
S101374,2024,Economics,3,86.8,79.14,77.31,100.0,100.0,52,16.02,stable,0.0,53.66,often,2.62,81.63,1,2.0,none
S101375,2021,Economics,4,67.64,88.76,64.46,100.0,92.23,44,16.38,stable,13.48,25.03,rarely,2.13,81.08,1,0.0,none
S101376,2023,Education,4,66.9,88.96,80.15,98.76,95.46,59,19.04,stable,4.26,0.0,often,2.89,86.65,1,2.0,none
S101377,2024,Public Health,7,76.49,81.92,61.75,94.2,100.0,48,3.33,limited,18.96,66.78,sometimes,3.88,85.8,1,1.0,none
S101378,2023,Economics,7,89.65,81.22,74.86,100.0,100.0,47,5.25,stable,7.54,20.56,rarely,2.9,89.81,1,1.0,none
S101379,2022,Public Health,6,78.52,63.35,61.07,100.0,100.0,54,5.37,stable,2.13,30.57,never,2.95,77.13,1,2.0,none
S101380,2022,Psychology,1,77.27,84.55,81.41,100.0,96.32,52,16.96,limited,10.53,64.54,often,3.38,92.63,1,4.0,self_report_missing
S101381,2021,Public Health,4,87.81,74.65,76.19,100.0,96.65,56,13.59,limited,3.59,32.45,often,3.01,86.11,1,4.0,none
S101382,2023,Public Health,6,73.52,80.3,60.36,96.5,86.62,41,10.85,stable,18.88,32.06,sometimes,2.9,76.39,1,1.0,none
S101383,2024,Economics,2,81.08,89.25,80.14,100.0,100.0,57,12.23,limited,10.0,12.89,rarely,3.42,91.64,1,1.0,none
S101384,2024,Education,4,69.4,81.91,73.6,100.0,100.0,53,11.03,stable,8.94,5.57,rarely,3.21,85.62,1,1.0,system_issue
S101385,2021,Computer Science,6,82.65,84.26,71.13,100.0,95.33,35,5.82,limited,14.14,32.01,rarely,3.13,88.93,1,2.0,none
S101386,2023,Economics,7,83.69,77.23,74.91,94.47,100.0,54,14.07,stable,2.97,41.53,often,2.94,89.62,1,1.0,none
S101387,2022,Public Health,7,88.83,80.02,76.08,96.05,100.0,53,11.08,stable,0.98,40.5,rarely,2.84,91.06,1,0.0,none
S101388,2024,Economics,4,69.93,79.29,79.31,100.0,100.0,50,5.57,unstable,12.86,26.34,rarely,3.41,88.85,1,1.0,none
S101389,2021,Psychology,4,79.2,86.19,71.55,100.0,100.0,59,14.4,stable,2.3,35.36,never,2.85,86.78,1,1.0,none
S101390,2024,Education,4,73.96,75.94,82.66,100.0,100.0,43,9.9,stable,2.3,1.93,sometimes,3.55,87.96,1,1.0,none
S101391,2024,Computer Science,6,76.41,83.13,68.77,90.55,85.91,62,11.76,stable,15.86,43.28,often,2.53,73.77,1,3.0,none
S101392,2021,Public Health,4,100.0,100.0,93.4,100.0,100.0,60,10.34,stable,13.68,37.91,often,3.65,100.0,1,0.0,none
S101393,2021,Education,4,78.63,91.57,75.6,99.1,100.0,49,15.91,stable,1.22,70.53,sometimes,3.21,88.24,1,1.0,none
S101394,2024,Computer Science,2,65.76,68.66,61.85,87.47,80.55,40,12.54,stable,5.67,35.13,very_often,2.56,74.77,1,0.0,none
S101395,2021,Public Health,4,73.82,78.56,64.16,94.99,100.0,42,7.73,limited,3.67,18.03,sometimes,3.23,83.66,1,2.0,none
S101396,2023,Education,2,60.71,76.12,65.46,97.45,93.41,35,11.65,limited,22.43,34.09,often,2.71,80.27,1,2.0,none
S101397,2024,Education,5,69.42,78.04,65.54,92.53,100.0,55,12.29,stable,16.34,29.1,sometimes,3.02,80.6,1,2.0,none
S101398,2023,Computer Science,8,87.11,94.83,85.08,100.0,99.82,69,13.74,stable,7.05,42.82,rarely,2.78,90.7,1,0.0,system_issue
S101399,2022,Computer Science,7,63.7,79.15,64.3,100.0,100.0,71,15.54,limited,14.03,35.48,often,2.94,83.97,1,3.0,none
S101400,2022,Education,4,88.65,96.35,73.75,100.0,100.0,40,9.19,stable,0.51,12.32,sometimes,3.42,95.38,1,3.0,none
S101401,2021,Computer Science,8,84.93,91.79,82.7,100.0,100.0,65,14.58,stable,5.29,5.56,often,3.23,94.5,1,3.0,none
S101402,2024,Economics,8,73.49,68.5,71.99,100.0,90.32,46,3.38,stable,10.73,39.73,rarely,2.49,78.31,1,2.0,none
S101403,2022,Public Health,4,80.39,83.44,74.59,100.0,99.31,26,10.41,stable,13.17,59.9,sometimes,2.52,88.07,1,1.0,none
S101404,2021,Public Health,7,73.34,88.31,79.4,100.0,100.0,48,10.02,stable,9.32,36.43,often,3.12,91.46,1,2.0,none
S101405,2022,Computer Science,3,87.27,97.0,79.64,100.0,100.0,55,17.58,limited,11.74,49.64,rarely,3.15,87.62,1,2.0,none
S101406,2024,Economics,8,68.98,75.73,67.03,89.34,88.23,65,10.45,unstable,10.55,53.23,never,2.7,76.13,1,1.0,self_report_missing
S101407,2021,Psychology,3,82.27,86.84,95.51,100.0,100.0,46,14.03,stable,8.85,39.8,rarely,3.72,99.73,1,2.0,none
S101408,2024,Economics,3,79.8,68.92,84.42,97.65,100.0,52,3.44,stable,7.93,20.34,sometimes,3.37,85.02,1,2.0,none
S101409,2023,Education,2,87.1,66.13,77.81,100.0,91.45,51,9.86,stable,7.02,38.52,often,2.72,77.87,1,1.0,none
S101410,2024,Computer Science,7,84.63,79.13,78.17,99.38,84.13,34,7.26,stable,11.62,56.73,sometimes,2.67,83.05,1,0.0,none
S101411,2024,Education,3,51.31,83.34,75.64,92.9,83.54,54,22.11,limited,12.88,44.54,very_often,2.9,79.19,1,1.0,none
S101412,2024,Economics,7,83.13,73.17,63.35,95.49,100.0,67,8.09,stable,11.39,48.47,sometimes,2.85,81.43,1,4.0,none
S101413,2024,Education,1,64.83,86.46,73.79,94.44,100.0,51,12.19,unstable,1.75,26.67,sometimes,3.57,91.57,1,4.0,none
S101414,2021,Psychology,5,81.44,87.04,88.62,100.0,100.0,64,12.33,stable,3.01,31.36,rarely,3.44,99.5,1,1.0,none
S101415,2023,Psychology,4,81.14,86.22,75.42,87.65,90.54,56,3.82,stable,12.79,32.86,rarely,3.02,78.9,1,1.0,none
S101416,2023,Computer Science,4,80.39,76.92,74.12,90.04,100.0,45,8.01,stable,20.3,34.08,often,3.31,85.12,1,2.0,none
S101417,2023,Computer Science,2,88.4,82.72,90.51,100.0,100.0,41,12.94,stable,11.07,56.02,rarely,3.37,87.41,1,2.0,none
S101418,2024,Education,1,87.36,75.52,78.91,100.0,100.0,42,11.82,limited,7.12,0.0,rarely,3.03,90.66,1,3.0,none
S101419,2024,Public Health,3,75.37,75.48,73.71,96.49,100.0,59,0.72,stable,11.57,35.55,often,3.18,83.61,1,1.0,none
S101420,2023,Public Health,4,75.61,83.43,76.09,100.0,100.0,53,9.29,stable,2.04,33.57,sometimes,3.27,87.57,1,5.0,system_issue
S101421,2022,Psychology,7,84.03,83.68,82.28,100.0,100.0,38,15.06,stable,19.16,10.31,never,3.22,94.89,1,3.0,none
S101422,2022,Computer Science,4,64.0,72.85,71.56,92.38,77.99,63,13.74,stable,11.31,47.09,often,2.65,70.32,1,0.0,none
S101423,2022,Psychology,2,72.49,94.8,80.93,100.0,88.86,38,17.06,limited,5.31,21.96,sometimes,2.7,81.76,1,0.0,none
S101424,2022,Education,3,95.01,71.01,84.9,100.0,100.0,42,6.86,stable,8.83,28.57,often,2.87,82.52,1,2.0,none
S101425,2022,Economics,5,63.68,86.93,66.03,99.67,94.89,58,17.26,stable,6.31,68.28,often,2.68,85.51,1,2.0,none
S101426,2021,Education,4,73.91,72.26,68.49,100.0,86.44,79,10.27,stable,19.18,53.18,never,2.34,80.35,1,0.0,self_report_missing
S101427,2021,Public Health,8,77.51,94.65,87.82,100.0,100.0,68,18.48,stable,8.58,45.34,rarely,3.3,93.22,1,1.0,none
S101428,2023,Public Health,4,100.0,96.95,79.89,100.0,100.0,50,11.13,stable,11.09,41.85,rarely,3.16,92.66,1,0.0,system_issue
S101429,2022,Computer Science,5,73.17,66.96,52.8,87.73,98.28,44,1.67,stable,14.02,32.04,often,2.4,76.06,1,2.0,none
S101430,2024,Economics,1,75.09,84.37,67.02,100.0,98.15,67,15.44,stable,4.81,70.99,sometimes,2.89,93.46,1,0.0,none
S101431,2023,Economics,2,70.63,84.1,63.2,98.63,90.32,66,9.1,stable,11.36,49.44,often,2.92,81.07,1,2.0,none
S101432,2021,Public Health,7,83.19,83.77,71.08,100.0,100.0,49,9.35,stable,11.92,21.51,sometimes,3.08,85.0,1,1.0,none
S101433,2021,Psychology,3,79.37,95.43,61.42,99.08,100.0,45,5.46,unstable,0.0,9.8,sometimes,2.51,89.45,1,0.0,none
S101434,2022,Education,4,69.1,73.44,76.24,100.0,100.0,49,18.36,stable,11.77,45.2,rarely,2.39,77.87,1,0.0,none
S101435,2024,Economics,5,93.37,75.26,76.39,100.0,100.0,60,8.88,stable,9.68,33.99,rarely,3.23,89.18,1,1.0,none
S101436,2022,Psychology,1,81.68,91.15,80.92,100.0,93.6,71,18.21,stable,10.91,9.28,sometimes,2.31,78.54,1,1.0,none
S101437,2023,Psychology,5,89.61,80.83,66.75,100.0,100.0,31,9.24,stable,10.25,42.71,sometimes,2.9,86.49,1,2.0,none
S101438,2024,Education,3,74.58,78.63,66.17,97.67,100.0,44,6.88,limited,11.81,30.16,very_often,2.85,79.6,1,2.0,none
S101439,2024,Economics,2,83.74,82.24,77.6,92.13,90.37,45,16.39,stable,19.36,44.55,rarely,2.94,88.94,1,1.0,system_issue
S101440,2022,Psychology,4,80.26,84.19,80.43,100.0,100.0,55,11.53,stable,1.74,42.95,often,3.11,87.09,1,1.0,none
S101441,2021,Education,4,97.89,94.72,92.68,100.0,100.0,41,11.11,unstable,7.6,24.05,rarely,3.72,100.0,1,2.0,system_issue
S101442,2021,Education,2,74.91,65.32,59.48,99.78,90.68,33,5.06,limited,14.67,46.39,often,2.28,74.55,1,1.0,none
S101443,2021,Psychology,5,81.37,86.09,82.96,100.0,100.0,63,8.87,limited,13.37,26.04,never,3.39,92.87,1,0.0,none
S101444,2021,Public Health,6,71.0,65.83,50.92,98.6,83.86,52,12.87,stable,13.22,27.21,often,1.87,70.51,1,0.0,none
S101445,2023,Psychology,3,81.04,80.87,81.34,100.0,100.0,46,3.81,stable,29.28,25.42,rarely,3.63,92.0,1,2.0,none
S101446,2024,Computer Science,8,78.05,77.85,54.89,100.0,78.93,55,8.43,stable,14.3,55.36,rarely,2.08,71.88,1,3.0,none
S101447,2023,Computer Science,5,96.45,86.12,88.4,100.0,100.0,63,8.67,stable,17.92,29.95,sometimes,4.0,96.78,1,0.0,none
S101448,2023,Psychology,7,73.11,70.72,78.27,100.0,100.0,48,11.67,stable,7.85,59.7,sometimes,2.82,85.46,1,2.0,none
S101449,2022,Computer Science,1,81.95,100.0,88.65,100.0,100.0,55,18.41,limited,3.05,67.1,sometimes,3.58,91.91,1,0.0,none
S101450,2024,Computer Science,7,87.36,76.9,67.65,100.0,100.0,48,10.03,stable,7.8,21.7,sometimes,3.49,94.29,1,3.0,none
S101451,2023,Economics,3,85.91,83.79,68.92,100.0,96.73,62,7.69,stable,14.98,0.0,very_often,2.8,87.0,1,1.0,none
S101452,2024,Education,6,63.21,91.4,78.35,100.0,89.17,62,23.33,stable,12.85,53.8,sometimes,2.84,83.38,1,0.0,none
S101453,2024,Education,7,70.79,72.03,71.55,100.0,100.0,47,9.02,stable,12.82,28.84,sometimes,2.62,82.38,1,1.0,none
S101454,2022,Public Health,3,71.16,92.07,75.34,100.0,95.86,56,10.46,stable,8.5,19.41,often,3.35,87.7,1,0.0,system_issue
S101455,2021,Computer Science,3,78.17,85.71,55.41,94.28,95.48,72,9.8,limited,7.38,24.4,often,2.81,81.28,1,0.0,none
S101456,2022,Public Health,1,71.13,78.71,75.81,100.0,93.61,52,10.06,stable,8.74,27.53,sometimes,2.63,79.12,1,0.0,none
S101457,2022,Public Health,5,74.06,68.61,83.36,97.1,99.1,49,11.14,limited,15.07,58.35,sometimes,3.24,86.99,1,2.0,none
S101458,2024,Education,7,67.56,82.92,69.62,81.31,99.93,77,14.87,stable,15.89,37.88,rarely,2.6,78.93,1,2.0,none
S101459,2022,Computer Science,4,72.66,69.47,73.0,93.45,95.88,69,13.58,limited,2.96,58.1,sometimes,2.85,81.11,1,6.0,self_report_missing
S101460,2023,Economics,2,70.72,83.84,76.93,100.0,95.58,69,15.62,stable,15.34,43.9,sometimes,3.05,90.74,1,1.0,none
